,timestamp,state
0,1554302204,1
0,1554302210,1
0,1554302213,1
0,1554302215,1
0,1554302218,1
0,1554302234,1
0,1554302239,1
0,1554302289,1
0,1554302301,0
0,1554302303,0
0,1554302605,0
0,1554302612,0
0,1554302707,0
